"id","type","performanceLocationRequirement","name","description"
"txcd_20060047","services","optional","Architectural Services","Services related to the art and science of designing and building structures for human habitation or use and includes planning, providing preliminary studies, designs, specifications, working drawings and providing for general administration of construction contracts."
"txcd_20060048","services","optional","Consulting Services","The provision of expertise or strategic advice that is presented for consideration and decision-making."
"txcd_20060049","services","optional","Cosmetic Medical Procedure","Medical procedure performed on an individual that is directed at improving the individual's appearance and that does not meaningfully promote the proper function of the body or prevent or treat illness or disease."
"txcd_20060050","digital","none","Credit Monitoring Services","Services to track one's credit reports and provide notifications of activity with the intent of avoiding fraud."
"txcd_20060051","digital","none","Credit Card Processing Services","A service that allows merchants to accept credit cards as well as send credit card payment details to the credit card network. It then forwards the payment authorization back to the acquiring bank."
"txcd_20060052","services","optional","Educational Services","Academic classes provided by traditional private education establishments and organizations."
"txcd_20060053","services","optional","Home Inspection Services","A charge for an objective visual examination of a house's systems and physical structure. The charge includes a report of the inspector's findings including pictures, analysis, and recommendations."
"txcd_20060054","services","optional","Legal Services","Services relating to or concerned with the law. Such services include, but are not limited to, representation by an attorney (or other person, when permitted) in an administrative or legal proceeding, legal drafting, paralegal services, legal research services, arbitration, mediation, and court reporting services."
"txcd_20060055","services","optional","Marketing Services","Services for consumer research and testing in connection with the development of particular products or services that the client sells to consumers in the regular course of business."
"txcd_20060056","services","optional","Public Relations","Services to provide outreach designed to influence the general public or other groups by promoting the interests of a service recipient."
"txcd_20060057","services","optional","Stenographic Services","Services that include typing, taking shorthand, and taking and transcribing dictation for others for a consideration."
"txcd_20060058","digital","none","Training Services - Self-study Web-based","Self Study web based training, not instructor led. This does not include downloads or streaming of video replays."
"txcd_20060059","services","optional","Tutoring","Personal or small group teaching, designed to help people who need extra help with their studies."
"txcd_20060158","digital","none","On demand Online Courses - pre-recorded audio or audio visual content (streamed)","Instructional courses delivered through pre-recorded audio or video content. Content is accessed through a SaaS (Software as a Service) platform, streamed to internet connected devices, and is not available for download."
"txcd_20060258","digital","none","On demand Online Courses - pre-recorded audio or audio visual content (streamed and downloadable)","Instructional courses delivered through pre-recorded audio or video content. Content is accessed through a SaaS (Software as a Service) platform, and is available for both streaming and permanent download to internet connected devices."
"txcd_20060358","digital","none","On demand Online Courses - written material content (viewable or viewable and downloadable)","Instructional courses delivering static content such as text, documents, or images. Content is accessed through a SaaS (Software as a Service) platform, and is available for both temporary viewing and permanent download to internet connected devices."
"txcd_20070001","services","optional","Security - Alarm Services","A charge for monitoring an electronically controlled alarm system for residential or commercial properties to minimize or prevent loss or damage to life, limb, or property."
"txcd_20070006","services","optional","Extermination Services","A charge for services related to the eradication of insects, rodents, and other pests."
"txcd_20070007","services","optional","Landscaping","A charge for services related to the maintenance of grounds."
"txcd_20070008","services","optional","Lawn Maintenance Services","A charge for services of general lawn and grounds maintenance, including lawn cutting, weeding, yard clean-up, shrub and tree trimming, periodic seeding or aeration, and so on. This a labor charge, with any non-separately stated property transferred in performing the service considered inconsequential."
"txcd_20070010","services","optional","Painting & Wallpapering Services","A charge for services related to the painting of surfaces or the application of wallpaper."
"txcd_20070013","services","optional","Security - Guard Services","Services related to protecting persons or their property, preventing the theft of goods, merchandise, or money. Responding to alarm signal device, burglar alarm, television camera, still camera, or a mechanical or electronic device installed or used to prevent or detect burglary, theft, shoplifting, pilferage, losses, or other security measures. Providing management and control of crowds for safety and protection."
"txcd_20070016","services","optional","Property Surveying Services","Services mapping, detecting or establishing the relative position of points at, above, or below the surface of the earth. These services may include surveying and mapping of areas above or below the surface of the earth, such as the creation of view easements or segregating rights in parcels of land by creating underground utility easements."
"txcd_20080003","services","optional","Motor Vehicle Repair","A charge to repair or restore to operating condition a motor vehicle that was broken, worn, damaged, defective, or malfunctioning. This a labor charge, with any non-separately stated property transferred in performing the service considered inconsequential."
"txcd_20080004","services","optional","Shoe Repair","A charge to repair or restore footwear was broken, worn, damaged, defective, or malfunctioning. This a labor charge, with any non-separately stated property transferred in performing the service considered inconsequential."
"txcd_20080005","services","optional","Repair of Tangible Personal Property","A charge to repair or restore tangible personal property that was broken, worn, damaged, defective, or malfunctioning. This a labor charge, with any non-separately stated property transferred in performing the service considered inconsequential."
"txcd_20080007","services","optional","Repairs to Real Property","A charge to repair or maintain real property including repairs to HVAC, electrical, flooring, and so on."
"txcd_20080008","services","optional","Aircraft Repair","A charge to repair or restore to operating condition an aircraft that was broken, worn, damaged, defective, or malfunctioning. This a labor charge, with any non-separately stated property transferred in performing the service considered inconsequential. Commercial aircraft is excluded."
"txcd_20080009","services","optional","Appliance Repair","A charge to repair or restore to operating condition an appliance (dishwasher, washing machine, refrigerator, and so on) that was broken, worn, damaged, defective, or malfunctioning. This a labor charge, with any non-separately stated property transferred in performing the service considered inconsequential."
"txcd_20080010","services","optional","Computer Repair","A charge to repair or restore to operating condition computer hardware that was broken, worn, damaged, defective, or malfunctioning. This a labor charge, with any non-separately stated property transferred in performing the service considered inconsequential."
"txcd_20080011","services","optional","Furniture Reupholstering","A separately stated labor charge to cover a piece of furniture previously owned by the customer with new fabric coverings. Any materials transferred as part of the service are separately stated."
"txcd_20080012","services","optional","Jewelry Repair","A charge to repair or restore jewelry that was broken, worn, damaged, defective, or malfunctioning. This a labor charge, with any non-separately stated property transferred in performing the service considered inconsequential."
"txcd_20080013","services","optional","Machine Repair","A charge to repair or restore to operating condition a machine that was broken, worn, damaged, defective, or malfunctioning. This a labor charge, with any non-separately stated property transferred in performing the service considered inconsequential."
"txcd_20090001","services","optional","Garment Alterations - in conjunction with purchase of garment","A charge to perform an alteration on a item of clothing by the vendor of the article. The alteration is separately stated from the clothing, but contracted for at the time of the clothing purchase. Alterations could include hemming of a dress, shortening of pants, adjusting the waistline of a garment, and so on."
"txcd_20090002","services","optional","Garment Alterations - separate from purchase of garment","A charge to perform an alteration on a item of clothing by a service provider other than vendor of the article. The alteration is not linked to the clothing purchase. Alterations could include hemming of a dress, shortening of pants, adjusting the waistline of a garment, and so on."
"txcd_20090003","services","optional","Shredding Service","A charge to have files or documents shredded either onsite or offsite."
"txcd_20090004","services","optional","Dry Cleaning","A charge to a non-commercial customer for the cleaning or renovating clothing by immersion and agitation, spraying, vaporization, or immersion only, in a volatile, commercially moisture-free solvent or by the use of a volatile or inflammable product. This does not include the use of a self-service coin (or credit card) operated cleaning machine."
"txcd_20090006","services","optional","Fabrication","A charge to create a finished good from materials supplied by the customer. This is a labor only charge to transform a customer's existing property."
"txcd_20090010","services","optional","Gift Wrapping - in conjunction with purchase of article","A charge for the wrapping of articles in a box or bag with paper and other decorative additions. The charge is separately stated from the article. This is not relevant for non-US countries where packaging is added to the price of the product."
"txcd_20090012","services","optional","Linen Services - Laundry only","A charge to provide laundry services to clothing. The business customer is the owner of the items being cleaned."
"txcd_20090015","services","optional","Warranty - Mandatory","A charge separately stated from the sale of the product itself that entitles the purchaser to future repair and labor services to return the defective item of tangible personal property to its original state. The warranty contract is mandatory and is required to be purchased on conjunction with the purchased tangible personal property. Motor vehicle warranties are excluded."
"txcd_20090018","services","optional","Warranty - Optional","A charge separately stated from the sale of the product itself that entitles the purchaser to future repair and labor services to return the defective item of tangible personal property to its original state. The warranty contract is optional to the purchaser. Motor vehicle warranties are excluded."
"txcd_20090022","services","optional","Assembly - in conjunction with final purchase of article","A charge separately stated from the sale of the product itself to bring the article to its finished state and in the condition specified by the buyer."
"txcd_20090023","services","optional","Assembly - prior to final purchase of article","A charge to assemble goods for a purchaser who will later sell the assembled goods to end consumers."
"txcd_20090024","services","optional","Dry Cleaning - other than clothing","A charge to a non-commercial customer for the cleaning or renovating items other than clothing by immersion and agitation, spraying, vaporization, or immersion only, in a volatile, commercially moisture-free solvent or by the use of a volatile or inflammable product. This does not include the use of a self-service coin (or credit card) operated cleaning machine."
"txcd_20090025","services","optional","Gift Wrapping - separate from purchase of article","A charge for the wrapping of article(s) in a box or bag with paper and other decorative additions. The wrapping is not linked to the purchase of the article(s) and is performed by a party other than the vendor of the article(s)."
"txcd_20090026","services","optional","Linen Services - Laundry only - other than clothing","A charge to provide laundry services to linens and the like. This charge is not for clothing items. The business customer is the owner of the items being cleaned."
"txcd_20090027","services","optional","Meat Processing","A charge to make customer provided meat suitable for human consumption, typically referred to a butcher or slaughter services."
"txcd_20090028","physical","optional","Printing","A charge for the printing, imprinting, lithographing, mimeographing, photocopying, and similar reproductions of various articles including mailers, catalogs, letterhead, envelopes, business cards, presentation folders, forms, signage, and so on. The end result is the transfer of tangible personal property to the customer."
"txcd_20090029","services","optional","Printing - customer supplied articles","A charge for the printing, imprinting, or lithographing on any article supplied by the customer. The customer owns the article throughout the process. This a labor charge, with any non-separately stated property transferred in performing the service considered inconsequential."
"txcd_20090030","services","optional","Taxidermy Services","A charge to preserve an animal's body via mounting or stuffing, for the purpose of display or study. The customer provide the animal. This a labor charge, with any non-separately stated property transferred in performing the service considered inconsequential."
"txcd_20090031","services","optional","Engraving Services - separate from purchase of article","A charge for engraving services performed on goods owned by the purchaser. This is a standalone service not done in conjunction with the sale of the goods."
"txcd_20090032","services","optional","Engraving Services - in conjunction with purchase of article","A charge for engraving a good, such as jewelry, in conjunction with the retail purchase of that item. The charge for the engraving services is separately stated from the charge for the good being engraved."
"txcd_20091000","services","optional","Optional Extended Warranty Contract on Motor Vehicle","An agreement between a service contract provider and a customer where the service provider agrees to repair or replace certain parts on a motor vehicle that has had a failure after the original manufacturer's warranty has expired. Commonly referred to as extended warranty or protection plan. Contract covers both parts and labor, and is made at the same time as Motor Vehicle purchase but is separately stated."
"txcd_20091001","services","optional","Optional Maintenance Contract on Motor Vehicle","An agreement between a service contract provider and a customer for prepaid routine maintenance (for example, oil changes, tire rotations, air filter, spark plugs, transmission and transfer case fluid changes) for a motor vehicle. Contract covers both parts and labor and is made at the same time as Motor Vehicle purchase but is separately stated."
"txcd_20091002","services","optional","Optional Extended Warranty Contract on Leased Motor Vehicle","An agreement between a service contract provider and a customer for prepaid routine maintenance (for example, oil changes, tire rotations, air filter, spark plugs, transmission and transfer case fluid changes) of a leased motor vehicle. Contract covers both parts and labor."
"txcd_20091003","services","optional","Optional Maintenance Contract on Leased Motor Vehicle","An agreement between a service contract provider and a customer where the service provider agrees to repair or replace certain parts on a leased motor vehicle that has had a failure after the original manufacturer's warranty has expired. Commonly referred to as extended warranty or protection plan. Contract covers both parts and labor."
"txcd_20091004","services","optional","Optional Extended Warranty Contract on Motor Vehicle - After Market","An agreement between a service contract provider and a customer where the service provider agrees to repair or replace certain parts on a motor vehicle that has had a failure after the original manufacturer's warranty has expired. Commonly referred to as extended warranty or protection plan. Contract covers both parts and labor and is made after the motor vehicle purchase."
"txcd_20091005","services","optional","Optional Maintenance Contract on Motor Vehicle - After Market","An agreement between a service contract provider and a customer for prepaid routine maintenance (for example, oil changes, tire rotations, air filter, spark plugs, transmission and transfer case fluid changes) of a motor vehicle. Contract covers both parts and labor and is made after the motor vehicle purchase."
"txcd_20100001","services","optional","Armored Car Services","Services under armed private security guard to transport from one place to another any currency, jewels, stocks, bonds, paintings, or other valuables of any kind in a specially equipped motor vehicle that offers a high degree of security. It is assumed that the transport takes place within one country."
"txcd_30011000","physical","optional","Clothing & Footwear","Apparel and footwear for people made for general use."
"txcd_30011002","physical","optional","Belt Buckle","The clasp used to fasten a belt, sold separately from the belt."
"txcd_30011003","physical","optional","Belts or Suspenders","A belt is band of flexible material worn around a person's waist for supporting clothing. Suspenders are a pair of straps that pass over the shoulders and fasten to the waistband of a pair of trousers or a skirt at the front and back to hold it up."
"txcd_30011015","physical","optional","Neck Gaiter","A closed tube of fabric worn about the neck for warmth. It can be pulled over mouth and nose to protect against wind, dust, or other particles."
"txcd_30011020","physical","optional","School Uniforms","A set of standardized clothes worn primarily during attendance at an educational institution."
"txcd_30011028","physical","optional","Fur Clothing - Synthetic","Clothing or footwear, such as coats, hats, ear muffs, gloves, and so on worn on the human body made of imitation fur materials."
"txcd_30011034","physical","optional","Scarves","A broad strip of cloth that covers the shoulders, neck, or head for warmth or appearance."
"txcd_30011045","physical","optional","Neckties","A necktie, or simply a tie, is a piece of cloth worn by men and women for decorative purposes around the neck, resting under the shirt collar and knotted at the throat, and often draped down the chest."
"txcd_30011100","physical","optional","Formal or Special Occasion Wear","Clothing designed for, and not normally worn except while attending, a formal function, including tuxedos, bridal gowns, and evening gowns."
"txcd_30011200","physical","optional","Children's clothing and footwear","Children's clothing and footwear including general purpose articles intended to be worn by a person based on certain size or age requirements."
"txcd_30011201","physical","optional","Fur Clothing","Clothing or footwear, such as coats, hats, ear muffs, gloves, and so on worn on the human body made of the real pelt of an animal."
"txcd_30021000","physical","optional","Athletic Activity Clothing","Clothing, footwear, and accessories worn on a person's body while participating in recreational or sporting activities, and which are not typical for everyday usage. Please select a more granular product tax category where appropriate."
"txcd_30021001","physical","optional","Sweat Bands","A band of absorbent material worn around the head or wrist to soak up sweat, especially by participants in physical activity."
"txcd_30021200","physical","optional","Swimsuits","Bathing suits, swim trunks, or bathing costumes meant to be worn in or near water."
"txcd_30030001","physical","optional","Occupational Uniforms","Clothing worn while performing an employment role, such as paramedic uniforms, firefighter uniforms, military uniforms, medical attire, law enforcement attire, and so on."
"txcd_30031004","physical","optional","Cleanroom Apparel","Clothing and related covering material that is worn within cleanrooms, which require controlled low levels of environmental contaminants such as dusts, microbes, vapors, and aerosol particles."
"txcd_30031041","physical","optional","Reflective Apparel","High-visibility warning clothing to signal the presence of the user in places and situations which may cause potential threats to their health and safety."
"txcd_30031404","physical","optional","Protective/Safety Clothing","Clothing for human wear and designed as protection of the wearer against injury or disease or as protections against damage or injury of other persons or property but not suitable for general use."
"txcd_30031405","physical","optional","Protective/Safety Clothing - Occupational Use","Clothing worn by an employee during the course of employment for protection against injury or disease or as protection against damage or injury of other persons or property. Such clothing items are not suitable for general use."
"txcd_30031406","physical","optional","Protective/Safety Footwear","Footwear for human wear and designed as protection of the wearer against injury or disease or as protections against damage or injury of other persons or property but not suitable for general use."
"txcd_30031407","physical","optional","Protective/Safety Footwear - Occupational Use","Footwear worn by an employee during the course of employment for protection against injury or disease or as protection against damage or injury of other persons or property. Such clothing items are not suitable for general use."
"txcd_30031408","physical","optional","Protective/Safety Equipment","Equipment type accessories (such as helmets, eyeshields, facemasks, pads, etc) for human wear and designed as protection of the wearer against injury or disease or as protections against damage or injury of other persons or property but not suitable for general use."
"txcd_30031409","physical","optional","Protective/Safety Equipment - Occupational Use","Equipment type accessories (such as helmets, eyeshields, facemasks, pads, etc) worn by an employee during the course of employment for protection against injury or disease or as protection against damage or injury of other persons or property. Such clothing items are not suitable for general use."
"txcd_30040003","physical","optional","Cloth Face Masks","A reusable mask made of common fabrics worn over the mouth and nose to act as personal protection from airborne particles or pathogens."
"txcd_30040005","physical","optional","Costume Masks and Accessories","Masks and accessories sold separately to be worn for costume purposes for seasonal or cultural holidays or celebrations."
"txcd_30040006","physical","optional","Costumes","Apparel worn by a person for seasonal or cultural holidays or celebrations, rather than for everyday wear."
"txcd_30051302","physical","optional","Gloves (general use)","Gloves for general use (for example, leather), but not gloves used for sporting (for example, baseball, football gloves)."
"txcd_30060001","physical","optional","Purses and Handbags","Bags including handbags, purses, coin purses, fanny packs / bum bags, and diaper / nappy bags."
"txcd_30060004","physical","optional","Handkerchiefs","A small usually square piece of cloth used for usually personal purposes (such as blowing the nose) or as a clothing accessory."
"txcd_30060005","physical","optional","Hair Accessories","Hair notions such as headbands, barrettes, bows, clips, and pins."
"txcd_30060006","physical","optional","Hats","A shaped covering for the head worn for warmth, as a fashion item, or as part of a uniform."
"txcd_30060007","physical","optional","Jewelry","Jewelry such as necklaces, earrings, rings, and more."
"txcd_30060010","physical","optional","Non-Clothing Accessories","Articles, although worn on the body, which are not considered clothing or footwear. Examples include armbands, pocket protectors, shoulder boards, sleep masks, and so on. Please select a more granular product tax category where appropriate."
"txcd_30060011","physical","optional","Shower Caps","A plastic cap worn in the shower to keep the hair dry."
"txcd_30060013","physical","optional","Umbrellas","Umbrellas."
"txcd_30060014","physical","optional","Wigs, Hairpieces, Hair extensions","Wigs, Hairpieces, Hair extensions."
"txcd_30060015","physical","optional","Luggage","Suitcases and baggage typically used for transporting travellers' belongings."
"txcd_30060016","physical","optional","Watches","A small timepiece worn typically on a strap on one's wrist."
"txcd_30060017","physical","optional","Sunglasses - Non-prescription","Sunglasses with a lens containing no lens powers to correct vision problems."
"txcd_30060018","physical","optional","Watches - Smart","A digital wristwatch that provides many other features besides timekeeping. Like a smartphone, a smartwatch has a touchscreen display, which allows you to perform actions by tapping or swiping on the screen. Smartwatches include allow access to apps, similar to apps for smartphones and tablets."
"txcd_30060019","physical","optional","Briefcases","A flat, rectangular case with a handle, often of leather, for carrying books, papers, and so on."
"txcd_30060020","physical","optional","Aprons","A piece of clothing, such as a kitchen apron, that you wear over the front of other clothes to keep the clothes clean."
"txcd_30060021","physical","optional","Bandannas","A triangular or square piece of cloth tied around the head, face or neck for protective or decorative purposes."
"txcd_30060101","physical","optional","Wallets","A small folding case for carrying paper money, credit cards and other flat objects."
"txcd_30070001","physical","optional","Bicycle Helmets - Adult","A bicycle helmet that is NOT marketed and labeled as being intended for youth."
"txcd_30070002","physical","optional","Bicycle Helmets - Youth","A bicycle helmet marketed and labeled as being intended for youth."
"txcd_30070003","physical","optional","Ballet or Tap Shoes","Footwear worn exclusively while participating in ballet or tap dancing."
"txcd_30070004","physical","optional","Baseball Batting Gloves","Gloves worn by baseball/softball participants while hitting."
"txcd_30070005","physical","optional","Bowling Gloves","Gloves worn while rolling a bowling ball to the support the muscles in the hand and wrist, and to provide extra padding or grip."
"txcd_30070006","physical","optional","Bowling Shoes","Footwear uniquely designed to be worn while bowling, having a slick smooth sole meant for gliding."
"txcd_30070007","physical","optional","Boxing Gloves","A heavily padded mitten worn in boxing."
"txcd_30070008","physical","optional","Cleated or Spiked Shoes","Athletic footwear having cleats or spikes to improve traction on various playing field surfaces."
"txcd_30070009","physical","optional","Football Receiver Gloves","Thin, lightweight gloves designed mainly for wide receivers in football to help with grip while catching."
"txcd_30070010","physical","optional","Golf Gloves","A glove worn by golfers to give a firm grip on the handle of the golf club."
"txcd_30070011","physical","optional","Golf Shoes","Footwear designed for golf course play, usually spiked (featuring actual cleats on the outsole) or spikeless (featuring a flat outsole with rubber studs or dimples in place of spikes)."
"txcd_30070012","physical","optional","Ice Skates","Ice Skates."
"txcd_30070013","physical","optional","Life Vests","A inflatable sleeveless jacket worn to keep a person afloat when in danger of drowning."
"txcd_30070014","physical","optional","Martial Arts Attire","Clothing apparel/uniforms that are specific to the training and competition of various martial arts."
"txcd_30070015","physical","optional","Motorcycle Helmets","A helmet designed for used when operating a motorcycle, atv, snowmobile, and so on."
"txcd_30070017","physical","optional","Mouth Guards","A protective device for the mouth that covers the teeth and gums to prevent and reduce injury to the teeth, arches, lips and gums."
"txcd_30070018","physical","optional","Roller Skates or Roller Blades","Roller Skates or Roller Blades."
"txcd_30070019","physical","optional","Shin Guards","A stiff pad worn typically worn under socks to protect the shins when playing soccer, hockey, and other sports."
"txcd_30070020","physical","optional","Shoulder Pads for Sports","A hard protective pad for the shoulders used in certain sports, such as ice hockey and football."
"txcd_30070021","physical","optional","Ski Boots","A rigid padded shoe that extends above the ankle, is secured to the foot, and is locked into position in a ski binding."
"txcd_30070022","physical","optional","Sport Uniforms","Athletic uniforms not containing protective padding or gear."
"txcd_30070023","physical","optional","Swim Fins","Flippers on the foot or leg and made from rubber or plastic, to aid movement through the water in water sports."
"txcd_30070024","physical","optional","Swim Goggles","Goggles to protect the eyes from material in the water, while swimming."
"txcd_30070025","physical","optional","Wetsuit","A close-fitting garment covering most of the body worn for warmth in water sports or diving."
"txcd_30070026","physical","optional","Athletic Supporter","An elastic support for the male genitals, worn especially in athletic or other strenuous activity."
"txcd_30070028","physical","optional","Hunting Vests","Vests designed primarily for wear while hunting, but which are also adaptable to everyday use."
"txcd_30070029","physical","optional","Hunting Activity Clothing","Clothing, footwear, and accessories for wear while hunting, but that are not adaptable to everyday use."
"txcd_30071000","physical","optional","Sports Activities Equipment","Protective gear worn about the human body while participating in athletic, recreational, or sporting activities, and which are not typical for everyday usage. Please select a more granular product tax category where appropriate."
"txcd_30080001","physical","optional","Button Covers","Button covers are clothing accessories that slip over simple buttons for stylistic adornment."
"txcd_30080002","physical","optional","Component Clothing Items","Items items used to make or repair clothing, including buttons, clasps, fabric, thread, yarn, snaps, hooks, zippers, sequins, fabric dye, and the like."
"txcd_30090005","physical","optional","Overshoes","Rubber boots worn over regular footwear to prevent them from wet or soiled."
"txcd_30090009","physical","optional","Shoe Inserts","Over the counter inserts or insoles for in-shoe foot comfort."
"txcd_30090010","physical","optional","Shoelaces","Shoelaces."
"txcd_31020001","physical","optional","Bibs","A piece of cloth or plastic fastened around a baby's neck to keep their clothes clean while eating."
"txcd_31020002","physical","optional","Infant Swaddles","Blankets made to stretch to tightly around babies, and may have features like velcro or specially designed shapes or flaps to facilitate swaddle wrapping."
"txcd_31020003","physical","optional","Infant Receiving Blankets","A small lightweight blanket used to wrap an infant, eg. after bathing."
"txcd_31030001","physical","optional","Diaper Cream","A skin cream forming a protective barrier to help heal and soothe diaper rash discomfort. These products contain a ""drug facts"" panel or a statement of active ingredients."
"txcd_31030003","physical","optional","Baby Wipes","Non medicated disposable moistened cleansing wipes. These products do not contain a ""drug facts"" panel or a statement of active ingredients."
"txcd_31031202","physical","optional","Infant Diapers","Disposable diapers for infants."
"txcd_31031203","physical","optional","Disposable Toddler Training Pants","Absorbent single use underpants worn by children during potty training as a transition between diapers and cloth underwear."
"txcd_31031204","physical","optional","Diaper Liners - Single Use","One time use diaper liners for capturing solid waste for ease of disposal."
"txcd_31031205","physical","optional","Cloth Diapers","Infant washable/reusable cloth diapers."
"txcd_31040001","physical","optional","Baby Feeding Bottles/Nipples","A bottle with a teat or nipple made for babies to drink from."
"txcd_31040002","physical","optional","Breast Pumps","A mechanical device that lactating women use to extract milk from their breasts."
"txcd_31070001","physical","optional","Infant/Child Car Seat","A portable seat that can be installed and removed from motor vehicles designed to protect infants and children through a certain age or weight (includes booster seats)."
"txcd_32010001","physical","optional","Blood Glucose Monitoring Devices","Devices used by diabetic individuals to monitor sugar levels in the blood, sold without prescription order of a licensed professional (for example, blood sugar meters, glucose meters or glucometers). This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32010002","physical","optional","Diabetic Testing Supplies","Single use supplies utilized by diabetics to monitor blood sugar or urine, including skin puncture lancets, test strips for blood glucose monitors, visual read test strips, and urine test strips, sold without prescription order of a licensed professional. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32010003","physical","optional","Blood Glucose Monitoring Devices with Prescription","Devices used by diabetic individuals to monitor sugar levels in the blood, sold under prescription order of a licensed professional (for example, blood sugar meters, glucose meters or glucometers). This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32010004","physical","optional","Diabetic Testing Supplies with Prescription","Single use supplies utilized by diabetics to monitor blood sugar or urine, including skin puncture lancets, test strips for blood glucose monitors, visual read test strips, and urine test strips, sold under prescription order of a licensed professional. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32020001","physical","optional","Prescription Drugs","A substance that can only be obtained via a prescription of a licensed professional. A drug is a compound, substance, or preparation, and any component thereof, not including food or food ingredients, dietary supplements, or alcoholic beverages, that is: recognized in the official United States pharmacopoeia, official homeopathic pharmacopoeia of the United States, or official national formulary, and supplement to any of them; intended for use in the diagnosis, cure, mitigation, treatment, or prevention of disease; or intended to affect the structure or any function of the body. A drug can be intended for internal (ingestible, implant, injectable) or external (topical) application to the human body. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32020002","physical","optional","Drugs - Over the Counter","The term drug refers to a compound, substance or preparation intended for use in the diagnosis, cure, mitigation, treatment, or prevention of disease. An over-the-counter drug is a substance that contains a label identifying it as a drug and including a ""drug facts"" panel or a statement of active ingredients, that can be obtained without a prescription. A drug can be intended for internal (ingestible, implant, injectable) or external (topical) application to the human body."
"txcd_32020003","physical","optional","Over-the-Counter Drugs with Prescription","The term drug refers to a compound, substance or preparation intended for use in the diagnosis, cure, mitigation, treatment, or prevention of disease. An over-the-counter drug with prescription is a substance that contains a label identifying it as a drug and including a ""drug facts"" panel or a statement of active ingredients, that can be obtained without a prescription, but is sold under prescription order of a licensed professional. A drug can be intended for internal (ingestible, implant, injectable) or external (topical) application to the human body. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32020004","physical","optional","Insulin with Prescription","Synthetic or animal-based insulin used as an injectable drug for diabetes patients, sold under prescription order of a licensed professional. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32020005","physical","optional","Insulin","Synthetic or animal-based insulin used as an injectable drug for diabetes patients, sold without prescription order of a licensed professional. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32020006","physical","optional","Medical Oxygen with Prescription","Medical grade oxygen sold under prescription order of a licensed professional. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32020011","physical","optional","Medical Oxygen","Medical grade oxygen sold without prescription order of a licensed professional. This code is intended for sales directly to end consumers that are NOT healthcare providers."
"txcd_32030001","physical","optional","Condoms","Male or female condoms used to prevent pregnancy or exposure to sexually transmitted diseases."
"txcd_32030002","physical","optional","Condoms with Prescription","Male or female condoms and vaginal sponges used to prevent pregnancy and/or exposure to STDs, sold under prescription order of a licensed professional."
"txcd_32030003","physical","optional","Condoms with Spermicide","Male or female condoms used to prevent pregnancy or exposure to STDs, containing a spermicidal lubricant as indicated by a ""drug facts"" panel or a statement of active ingredients."
"txcd_32030004","physical","optional","Condoms with Spermicide with Prescription","Male or female condoms and vaginal sponges used to prevent pregnancy and/or exposure to STDs, containing a spermicidal lubricant as indicated by a ""drug facts"" panel or a statement of active ingredients, sold under prescription order of a licensed professional."
"txcd_32030005","physical","optional","Contraceptive Ointments","A topical preparation containing a spermicidal lubricant to prevent pregnancy as indicated by a ""drug facts"" panel or a statement of active ingredients."
"txcd_32030006","physical","optional","Birth Control - Over-the-Counter Oral Contraceptives","Over-the-Counter emergency contraceptive pills act to prevent pregnancy after intercourse. The contraceptive contains a hormone that prevents ovulation, fertilization, or implantation of an embryo."
"txcd_32030007","physical","optional","Birth Control - Over-the-Counter Oral Contraceptives with Prescription","Over-the-Counter emergency contraceptive pills act to prevent pregnancy after intercourse, sold under prescription order of a licensed professional. The contraceptive contains a hormone that prevents ovulation, fertilization, or implantation of an embryo."
"txcd_32030008","physical","optional","Birth Control - Prescription non-Oral Contraceptives - Barriers","Barrier based prescription only birth control methods, including the diaphragm and cervical cap that prevent the joining of the sperm and egg, available only under prescription order of a licensed professional."
"txcd_32030009","physical","optional","Birth Control - Prescription non-Oral Contraceptives - Hormonal","Hormonal based birth control methods other than the oral pill, including intrauterine devices, injections, skin implants, transdermal patches, and vaginal rings that release a continuous dose of hormones to eliminate ovulation and prevent pregnancy, available only under prescription order of a licensed professional."
"txcd_32030010","physical","optional","Birth Control - Prescription Oral Contraceptives","An oral medication containing hormones effective in altering the menstrual cycle to eliminate ovulation and prevent pregnancy, available only under prescription order of a licensed professional. Other than preventing pregnancy, hormonal birth control can also be used to treat various conditions, such as Polycystic Ovary Syndrome, Endometriosis, Primary Ovarian Insufficiency, and so on."
"txcd_32040002","physical","optional","Feminine Cleansing Solutions","Vaginal cleaning products include douches and wipes."
"txcd_32040003","physical","optional","Feminine Cleansing Solutions - Medicated","Vaginal cleaning products include douches and wipes with medication such as an antiseptic, containing a ""drug facts"" panel or a statement of active ingredients."
"txcd_32040004","physical","optional","Feminine Yeast Treatments","Over-the-counter antifungal creams, ointments or suppositories to treat yeast infections, containing a ""drug facts"" panel or a statement of active ingredients."
